table_schema,table_name,column_name,data_type,is_nullable,column_default,ordinal_position,column_comment
dol,schedule_dcg,dcg_last_rpt_spons_name,character varying,YES,,44,Sponsor name from the last reported filing
dol,schedule_dcg,dcg_last_rpt_spons_ein,character varying,YES,,45,Sponsor EIN from the last reported filing
dol,schedule_dcg,dcg_last_rpt_plan_name,character varying,YES,,46,Plan name from the last reported filing
dol,schedule_dcg,dcg_last_rpt_plan_num,character varying,YES,,47,Plan number from the last reported filing
dol,schedule_dcg,dcg_admin_name,character varying,YES,,48,Plan administrator name
dol,schedule_dcg,dcg_admin_us_address1,character varying,YES,,49,Administrator US address line 1
dol,schedule_dcg,dcg_admin_us_address2,character varying,YES,,50,Administrator US address line 2
dol,schedule_dcg,dcg_admin_us_city,character varying,YES,,51,Administrator US city
dol,schedule_dcg,dcg_admin_us_state,character varying,YES,,52,Administrator US state code
dol,schedule_dcg,dcg_admin_us_zip,character varying,YES,,53,Administrator US ZIP code
dol,schedule_dcg,dcg_admin_foreign_address1,character varying,YES,,54,Administrator foreign address line 1
dol,schedule_dcg,dcg_admin_foreign_address2,character varying,YES,,55,Administrator foreign address line 2
dol,schedule_dcg,dcg_admin_foreign_city,character varying,YES,,56,Administrator foreign city
dol,schedule_dcg,dcg_admin_foreign_prov_state,character varying,YES,,57,Administrator foreign province/state
dol,schedule_dcg,dcg_admin_foreign_cntry,character varying,YES,,58,Administrator foreign country
dol,schedule_dcg,dcg_admin_foreign_postal_cd,character varying,YES,,59,Administrator foreign postal code
dol,schedule_dcg,dcg_admin_ein,character varying,YES,,60,Administrator EIN
dol,schedule_dcg,dcg_admin_phone_num,character varying,YES,,61,Administrator US phone number
dol,schedule_dcg,dcg_admin_phone_num_foreign,character varying,YES,,62,Administrator foreign phone number
dol,schedule_dcg,dcg_tot_partcp_boy_cnt,numeric,YES,,63,Total participants at beginning of year
dol,schedule_dcg,dcg_tot_act_rtd_sep_benef_cnt,numeric,YES,,64,"Total active, retired, separated beneficiaries count"
dol,schedule_dcg,dcg_tot_act_partcp_boy_cnt,numeric,YES,,65,Total active participants at beginning of year
dol,schedule_dcg,dcg_tot_act_partcp_eoy_cnt,numeric,YES,,66,Total active participants at end of year
dol,schedule_dcg,dcg_partcp_account_bal_boy_cnt,numeric,YES,,67,Participants with account balances at beginning of year
dol,schedule_dcg,dcg_partcp_account_bal_eoy_cnt,numeric,YES,,68,Participants with account balances at end of year
dol,schedule_dcg,dcg_sep_partcp_partl_vstd_cnt,numeric,YES,,69,Separated participants with partially vested benefits
dol,schedule_dcg,dcg_tot_assets_boy_amt,numeric,YES,,70,Total assets at beginning of year (USD)
dol,schedule_dcg,dcg_partcp_loans_boy_amt,numeric,YES,,71,Participant loans at beginning of year (USD)
dol,schedule_dcg,dcg_tot_liabilities_boy_amt,numeric,YES,,72,Total liabilities at beginning of year (USD)
dol,schedule_dcg,dcg_net_assets_boy_amt,numeric,YES,,73,Net assets at beginning of year (USD)
dol,schedule_dcg,dcg_tot_assets_eoy_amt,numeric,YES,,74,Total assets at end of year (USD)
dol,schedule_dcg,dcg_partcp_loans_eoy_amt,numeric,YES,,75,Participant loans at end of year (USD)
dol,schedule_dcg,dcg_tot_liabilities_eoy_amt,numeric,YES,,76,Total liabilities at end of year (USD)
dol,schedule_dcg,dcg_net_assets_eoy_amt,numeric,YES,,77,Net assets at end of year (USD)
dol,schedule_dcg,dcg_emplr_contrib_income_amt,numeric,YES,,78,Employer contributions received (USD)
dol,schedule_dcg,dcg_participant_contrib_income_amt,numeric,YES,,79,Participant contributions received (USD)
dol,schedule_dcg,dcg_oth_contrib_rcvd_amt,numeric,YES,,80,Other contributions received (USD)
dol,schedule_dcg,dcg_non_cash_contrib_amt,numeric,YES,,81,Non-cash contributions (USD)
dol,schedule_dcg,dcg_tot_contrib_amt,numeric,YES,,82,Total contributions (USD)
dol,schedule_dcg,dcg_other_income_amt,numeric,YES,,83,Other income (USD)
dol,schedule_dcg,dcg_tot_income_amt,numeric,YES,,84,Total income (USD)
dol,schedule_dcg,dcg_tot_bnft_amt,numeric,YES,,85,Total benefits paid (USD)
dol,schedule_dcg,dcg_corrective_distrib_amt,numeric,YES,,86,Corrective distributions (USD)
dol,schedule_dcg,dcg_deemed_distrib_partcp_lns_amt,numeric,YES,,87,Deemed distributions from participant loans (USD)
dol,schedule_dcg,dcg_admin_srvc_providers_amt,numeric,YES,,88,Payments to administrative service providers (USD)
dol,schedule_dcg,dcg_oth_expenses_amt,numeric,YES,,89,Other expenses (USD)
dol,schedule_dcg,dcg_tot_expenses_amt,numeric,YES,,90,Total expenses (USD)
dol,schedule_dcg,dcg_net_income_amt,numeric,YES,,91,Net income/loss (USD)
dol,schedule_dcg,dcg_tot_transfers_to_amt,numeric,YES,,92,Total transfers to other plans (USD)
dol,schedule_dcg,dcg_tot_transfers_from_amt,numeric,YES,,93,Total transfers from other plans (USD)
dol,schedule_dcg,dcg_type_pension_bnft_code,character varying,YES,,94,Type of pension benefit code
dol,schedule_dcg,dcg_fail_transmit_contrib_ind,character varying,YES,,95,Indicator — employer failed to timely transmit participant contributions
dol,schedule_dcg,dcg_fail_transmit_contrib_amt,numeric,YES,,96,Amount of late-transmitted contributions (USD)
dol,schedule_dcg,dcg_party_in_int_not_rptd_ind,character varying,YES,,97,Indicator — party-in-interest transactions not reported on Schedule G
dol,schedule_dcg,dcg_party_in_int_not_rptd_amt,numeric,YES,,98,Amount of unreported party-in-interest transactions (USD)
dol,schedule_dcg,dcg_fail_provide_benefit_due_ind,character varying,YES,,99,Indicator — plan failed to provide benefits when due
dol,schedule_dcg,dcg_fail_provide_benefit_due_amt,numeric,YES,,100,Amount of benefits not provided when due (USD)
dol,schedule_dcg,dcg_fidelity_bond_ind,character varying,YES,,101,Indicator — plan covered by fidelity bond
dol,schedule_dcg,dcg_fidelity_bond_amt,numeric,YES,,102,Fidelity bond coverage amount (USD)
dol,schedule_dcg,dcg_loss_discv_dur_year_ind,character varying,YES,,103,Indicator — losses discovered during year due to fraud/dishonesty
dol,schedule_dcg,dcg_loss_discv_dur_year_amt,numeric,YES,,104,Amount of losses discovered (USD)
dol,schedule_dcg,dcg_dc_plan_funding_reqd_ind,character varying,YES,,105,Indicator — defined contribution plan funding required
dol,schedule_dcg,dcg_plan_satisfy_tests_ind,character varying,YES,,106,Indicator — plan satisfied coverage/nondiscrimination tests
dol,schedule_dcg,dcg_401k_design_based_safe_harbor_ind,character varying,YES,,107,Indicator — 401(k) uses design-based safe harbor
dol,schedule_dcg,dcg_401k_prior_year_adp_test_ind,character varying,YES,,108,Indicator — 401(k) uses prior year ADP test
dol,schedule_dcg,dcg_401k_current_year_adp_test_ind,character varying,YES,,109,Indicator — 401(k) uses current year ADP test
dol,schedule_dcg,dcg_401k_na_ind,character varying,YES,,110,Indicator — 401(k) testing not applicable
dol,schedule_dcg,dcg_opin_letter_date,character varying,YES,,111,Date of IRS opinion/advisory letter
dol,schedule_dcg,dcg_opin_letter_serial_num,character varying,YES,,112,IRS opinion/advisory letter serial number
dol,schedule_dcg,dcg_iqpa_attached_ind,character varying,YES,,113,Indicator — Independent Qualified Public Accountant (IQPA) report attached
dol,schedule_dcg,dcg_acctnt_opinion_type_cd,character varying,YES,,114,"Accountant opinion type code (1=Unqualified, 2=Qualified, 3=Disclaimer, 4=Adverse)"
dol,schedule_dcg,dcg_acct_performed_ltd_audit_103_8_ind,character varying,YES,,115,Indicator — accountant performed limited-scope audit per ERISA Sec 103(a)(3)(C) — DOL Reg 2520.103-8
dol,schedule_dcg,dcg_acct_performed_ltd_audit_103_12d_ind,character varying,YES,,116,Indicator — accountant performed limited-scope audit per DOL Reg 2520.103-12(d)
dol,schedule_dcg,dcg_acct_performed_not_ltd_audit_ind,character varying,YES,,117,Indicator — accountant performed full (non-limited-scope) audit
dol,schedule_dcg,dcg_accountant_firm_name,character varying,YES,,118,Name of the accounting firm
dol,schedule_dcg,dcg_accountant_firm_ein,character varying,YES,,119,EIN of the accounting firm
dol,schedule_dcg,form_year,character varying,YES,'2023'::character varying,120,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_dcg,created_at,timestamp with time zone,NO,now(),121,Timestamp when this row was loaded into the database
dol,schedule_g,id,bigint,NO,nextval('dol.schedule_g_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_g,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_g,sch_g_plan_year_begin_date,character varying,YES,,3,First day of the plan year (YYYY-MM-DD)
dol,schedule_g,sch_g_tax_prd,character varying,YES,,4,Tax period end date
dol,schedule_g,sch_g_pn,character varying,YES,,5,Plan number
dol,schedule_g,sch_g_ein,character varying,YES,,6,EIN of the plan sponsor
dol,schedule_g,form_year,character varying,YES,'2023'::character varying,7,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_g,created_at,timestamp with time zone,NO,now(),8,Timestamp when this row was loaded into the database
dol,schedule_g_part1,id,bigint,NO,nextval('dol.schedule_g_part1_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_g_part1,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_g_part1,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_g_part1,lns_default_pii_ind,character varying,YES,,4,Indicator — party-in-interest involvement in the defaulted loan
dol,schedule_g_part1,lns_default_obligor_name,character varying,YES,,5,Name of the loan obligor in default
dol,schedule_g_part1,lns_default_obligor_us_addr1,character varying,YES,,6,Obligor US address line 1
dol,schedule_g_part1,lns_default_obligor_us_addr2,character varying,YES,,7,Obligor US address line 2
dol,schedule_g_part1,lns_default_obligor_us_city,character varying,YES,,8,Obligor US city
dol,schedule_g_part1,lns_default_obligor_us_state,character varying,YES,,9,Obligor US state code
dol,schedule_g_part1,lns_default_obligor_us_zip,character varying,YES,,10,Obligor US ZIP code
dol,schedule_g_part1,lns_dft_obligor_foreign_addr1,character varying,YES,,11,Obligor foreign address line 1
dol,schedule_g_part1,lns_dft_obligor_foreign_addr2,character varying,YES,,12,Obligor foreign address line 2
dol,schedule_g_part1,lns_dft_obligor_foreign_city,character varying,YES,,13,Obligor foreign city
dol,schedule_g_part1,lns_dft_obligor_forgn_prov_st,character varying,YES,,14,Obligor foreign province/state
dol,schedule_g_part1,lns_dft_obligor_forgn_country,character varying,YES,,15,Obligor foreign country
dol,schedule_g_part1,lns_dft_obligor_forgn_post_cd,character varying,YES,,16,Obligor foreign postal code
dol,schedule_g_part1,lns_default_description_text,text,YES,,17,Description of the defaulted loan terms
dol,schedule_g_part1,lns_default_original_amt,numeric,YES,,18,Original loan amount (USD)
dol,schedule_g_part1,lns_default_prncpl_rcvd_amt,numeric,YES,,19,Principal payments received (USD)
dol,schedule_g_part1,lns_default_int_rcvd_amt,numeric,YES,,20,Interest payments received (USD)
dol,schedule_g_part1,lns_default_unpaid_bal_amt,numeric,YES,,21,Unpaid balance (USD)
dol,schedule_g_part1,lns_default_prcpl_overdue_amt,numeric,YES,,22,Overdue principal amount (USD)
dol,schedule_g_part1,lns_default_int_overdue_amt,numeric,YES,,23,Overdue interest amount (USD)
dol,schedule_g_part1,form_year,character varying,YES,'2023'::character varying,24,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_g_part1,created_at,timestamp with time zone,NO,now(),25,Timestamp when this row was loaded into the database
dol,schedule_g_part2,id,bigint,NO,nextval('dol.schedule_g_part2_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_g_part2,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_g_part2,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_g_part2,leases_default_pii_ind,character varying,YES,,4,Indicator — party-in-interest involvement in the defaulted lease
dol,schedule_g_part2,leases_default_lessor_name,character varying,YES,,5,Name of the lessor in default
dol,schedule_g_part2,leases_default_relation_text,text,YES,,6,Relationship of lessor to the plan
dol,schedule_g_part2,leases_default_terms_text,text,YES,,7,Description of the lease terms
dol,schedule_g_part2,leases_default_cost_amt,numeric,YES,,8,Original cost of the leased property (USD)
dol,schedule_g_part2,leases_default_curr_value_amt,numeric,YES,,9,Current value of the leased property (USD)
dol,schedule_g_part2,leases_default_rentl_rcpt_amt,numeric,YES,,10,Gross rental receipts (USD)
dol,schedule_g_part2,leases_default_expense_pd_amt,numeric,YES,,11,Expenses paid by plan related to the lease (USD)
dol,schedule_g_part2,leases_default_net_rcpt_amt,numeric,YES,,12,Net rental receipts (USD)
dol,schedule_g_part2,leases_default_arrears_amt,numeric,YES,,13,Amount in arrears (USD)
dol,schedule_g_part2,form_year,character varying,YES,'2023'::character varying,14,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_g_part2,created_at,timestamp with time zone,NO,now(),15,Timestamp when this row was loaded into the database
dol,schedule_g_part3,id,bigint,NO,nextval('dol.schedule_g_part3_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_g_part3,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_g_part3,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_g_part3,non_exempt_party_name,character varying,YES,,4,Name of the party involved in the nonexempt transaction
dol,schedule_g_part3,non_exempt_relation_text,text,YES,,5,Relationship of the party to the plan
dol,schedule_g_part3,non_exempt_terms_text,text,YES,,6,Description of the transaction terms
